# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-p" "-a" "data/annotation/union_peaks.saf" "-F" "SAF" "-o" "results/featurecounts/SRX16311691_featureCounts.txt" "results/mapping/SRX16311691.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRX16311691.bam
peak_36062	chr7	97661896	97662187	.	292	141
peak_36063	chr7	97696210	97696878	.	669	975
peak_36064	chr7	97737823	97738415	.	593	668
peak_36065	chr7	97748168	97748538	.	371	165
peak_36066	chr7	97748717	97749533	.	817	424
peak_36067	chr7	97765132	97765770	.	639	492
peak_36068	chr7	97788232	97788853	.	622	414
peak_36069	chr7	97795778	97796272	.	495	34
peak_36070	chr7	97809332	97809640	.	309	284
peak_36071	chr7	97821981	97822234	.	254	127
peak_36072	chr7	97842784	97843491	.	708	579
peak_36073	chr7	97863600	97863868	.	269	221
peak_36074	chr7	97977534	97977760	.	227	253
peak_36075	chr7	98071687	98071908	.	222	150
peak_36076	chr7	98082470	98082865	.	396	188
peak_36077	chr7	98084634	98085128	.	495	338
peak_36078	chr7	98085289	98085777	.	489	372
peak_36079	chr7	98086226	98086597	.	372	185
peak_36080	chr7	98120333	98120560	.	228	251
peak_36081	chr7	98171416	98171703	.	288	140
peak_36082	chr7	98177972	98178533	.	562	478
peak_36083	chr7	98193529	98193949	.	421	198
peak_36084	chr7	98309067	98309739	.	673	1218
peak_36085	chr7	98314005	98314315	.	311	205
peak_36086	chr7	98321126	98321390	.	265	306
peak_36087	chr7	98322329	98322793	.	465	352
peak_36088	chr7	98328211	98328738	.	528	721
peak_36089	chr7	98334008	98334381	.	374	206
peak_36090	chr7	98339150	98339415	.	266	162
peak_36091	chr7	98341445	98341736	.	292	272
peak_36092	chr7	98344469	98344648	.	180	116
peak_36093	chr7	98349203	98349394	.	192	140
peak_36094	chr7	98407722	98407932	.	211	122
peak_36095	chr7	98415576	98415827	.	252	120
peak_36096	chr7	98427101	98427656	.	556	417
peak_36097	chr7	98481101	98481321	.	221	140
peak_36098	chr7	98522614	98522976	.	363	257
peak_36099	chr7	98524073	98524357	.	285	201
peak_36100	chr7	98534470	98534946	.	477	522
peak_36101	chr7	98542790	98543203	.	414	280
peak_36102	chr7	98655612	98656094	.	483	418
peak_36103	chr7	98656322	98657021	.	700	1689
peak_36104	chr7	98702703	98703409	.	707	1342
peak_36105	chr7	98804787	98805299	.	513	641
peak_36106	chr7	98814946	98816561	.	1616	1134
peak_36107	chr7	98836744	98836963	.	220	136
peak_36108	chr7	98869159	98869379	.	221	242
peak_36109	chr7	98909819	98910013	.	195	97
peak_36110	chr7	98953658	98954052	.	395	606
peak_36111	chr7	98962620	98962825	.	206	127
peak_36112	chr7	98971477	98971649	.	173	73
peak_36113	chr7	99027156	99027636	.	481	193
peak_36114	chr7	99043367	99043702	.	336	645
peak_36115	chr7	99049880	99050292	.	413	688
peak_36116	chr7	99052256	99052783	.	528	678
peak_36117	chr7	99091197	99091521	.	325	268
peak_36118	chr7	99101105	99101288	.	184	106
peak_36119	chr7	99101713	99102345	.	633	633
peak_36120	chr7	99130156	99130341	.	186	119
peak_36121	chr7	99133879	99134402	.	524	312
peak_36122	chr7	99140674	99141921	.	1248	3760
peak_36123	chr7	99145855	99146446	.	592	413
peak_36124	chr7	99146934	99147247	.	314	418
peak_36125	chr7	99151295	99151796	.	502	1217
peak_36126	chr7	99155022	99155594	.	573	234
peak_36127	chr7	99158812	99159453	.	642	906
peak_36128	chr7	99163800	99164200	.	401	154
peak_36129	chr7	99182256	99183137	.	882	942
peak_36130	chr7	99183636	99184150	.	515	480
peak_36131	chr7	99249632	99249839	.	208	136
peak_36132	chr7	99365213	99365398	.	186	128
peak_36133	chr7	99377530	99377855	.	326	333
peak_36134	chr7	99380807	99381913	.	1107	2281
peak_36135	chr7	99401401	99401739	.	339	190
peak_36136	chr7	99407643	99407919	.	277	226
peak_36137	chr7	99434621	99435197	.	577	301
peak_36138	chr7	99450790	99451005	.	216	114
peak_36139	chr7	99468062	99469136	.	1075	485
peak_36140	chr7	99469359	99470134	.	776	706
peak_36141	chr7	99483169	99484008	.	840	1619
peak_36142	chr7	99500274	99500502	.	229	188
peak_36143	chr7	99510063	99510284	.	222	146
peak_36144	chr7	99531522	99532195	.	674	229
peak_36145	chr7	99534716	99536772	.	2057	1782
peak_36146	chr7	99539194	99539724	.	531	269
peak_36147	chr7	99544406	99544893	.	488	233
peak_36148	chr7	99546137	99546745	.	609	424
peak_36149	chr7	99549539	99550092	.	554	474
peak_36150	chr7	99555808	99556167	.	360	301
peak_36151	chr7	99625771	99626363	.	593	441
peak_36152	chr7	99626842	99627101	.	260	159
peak_36153	chr7	99654103	99654467	.	365	219
peak_36154	chr7	99659418	99659774	.	357	140
peak_36155	chr7	99674183	99675618	.	1436	2583
peak_36156	chr7	99680733	99681249	.	517	268
peak_36157	chr7	99699115	99699430	.	316	195
peak_36158	chr7	99704752	99705488	.	737	398
peak_36159	chr7	99706544	99707571	.	1028	423
peak_36160	chr7	99708733	99709545	.	813	448
peak_36161	chr7	99711203	99711567	.	365	265
peak_36162	chr7	99781425	99781715	.	291	367
peak_36163	chr7	99782014	99782265	.	252	239
peak_36164	chr7	99795298	99795673	.	376	271
peak_36165	chr7	99798341	99798550	.	210	144
peak_36166	chr7	99818463	99818633	.	171	85
peak_36167	chr7	99828063	99828576	.	514	684
peak_36168	chr7	99858662	99859329	.	668	1237
peak_36169	chr7	99876464	99876663	.	200	115
peak_36170	chr7	99927422	99927604	.	183	90
peak_36171	chr7	99935856	99936031	.	176	46
peak_36172	chr7	99947418	99947729	.	312	174
peak_36173	chr7	99957492	99957695	.	204	103
peak_36174	chr7	99960364	99960877	.	514	115
peak_36175	chr7	99962701	99963339	.	639	406
peak_36176	chr7	99976381	99976689	.	309	127
peak_36177	chr7	99979984	99980608	.	625	616
peak_36178	chr7	100009719	100009910	.	192	115
peak_36179	chr7	100121303	100121850	.	548	779
peak_36180	chr7	100159127	100159364	.	238	201
peak_36181	chr7	100159451	100159888	.	438	877
peak_36182	chr7	100176380	100176619	.	240	156
peak_36183	chr7	100227170	100227841	.	672	994
peak_36184	chr7	100371649	100372508	.	860	2455
peak_36185	chr7	100428361	100428655	.	295	185
peak_36186	chr7	100430937	100431504	.	568	467
peak_36187	chr7	100443679	100444148	.	470	885
peak_36188	chr7	100458237	100458459	.	223	81
peak_36189	chr7	100461421	100462175	.	755	1384
peak_36190	chr7	100465330	100465911	.	582	181
peak_36191	chr7	100492824	100494140	.	1317	1405
peak_36192	chr7	100494313	100494864	.	552	166
peak_36193	chr7	100495433	100496293	.	861	1791
peak_36194	chr7	100500665	100501514	.	850	258
peak_36195	chr7	100501885	100505553	.	3669	1107
peak_36196	chr7	100508624	100508974	.	351	156
peak_36197	chr7	100520738	100520973	.	236	153
peak_36198	chr7	100534289	100534694	.	406	215
peak_36199	chr7	100536851	100537366	.	516	795
peak_36200	chr7	100582693	100583196	.	504	471
peak_36201	chr7	100590764	100591529	.	766	1247
peak_36202	chr7	100607223	100608062	.	840	1298
peak_36203	chr7	100661277	100661695	.	419	251
peak_36204	chr7	100663310	100663557	.	248	270
peak_36205	chr7	100685732	100685937	.	206	138
peak_36206	chr7	100706039	100706979	.	941	2306
peak_36207	chr7	100733137	100733463	.	327	165
peak_36208	chr7	100817249	100817494	.	246	141
peak_36209	chr7	100845303	100845821	.	519	1081
peak_36210	chr7	100848815	100849073	.	259	182
peak_36211	chr7	100853110	100853698	.	589	214
peak_36212	chr7	100855647	100856163	.	517	1112
peak_36213	chr7	100856276	100856638	.	363	405
peak_36214	chr7	100862628	100863860	.	1233	1316
peak_36215	chr7	100868579	100869012	.	434	195
peak_36216	chr7	100907301	100907610	.	310	180
peak_36217	chr7	100919050	100919303	.	254	138
peak_36218	chr7	100932680	100933042	.	363	231
peak_36219	chr7	100943326	100943763	.	438	374
peak_36220	chr7	100944037	100944797	.	761	860
peak_36221	chr7	100949971	100951330	.	1360	1661
peak_36222	chr7	100952075	100952373	.	299	273
peak_36223	chr7	100952735	100953005	.	271	130
peak_36224	chr7	100960806	100961613	.	808	664
peak_36225	chr7	100964005	100964629	.	625	669
peak_36226	chr7	100965168	100965406	.	239	197
peak_36227	chr7	100979229	100979497	.	269	168
peak_36228	chr7	100988129	100988344	.	216	197
peak_36229	chr7	100992000	100992276	.	277	163
peak_36230	chr7	101011562	101012249	.	688	491
peak_36231	chr7	101027644	101028049	.	406	372
peak_36232	chr7	101028402	101028964	.	563	531
peak_36233	chr7	101029419	101029796	.	378	383
peak_36234	chr7	101050729	101051192	.	464	450
peak_36235	chr7	101051863	101052288	.	426	273
peak_36236	chr7	101061297	101061766	.	470	195
peak_36237	chr7	101066384	101066881	.	498	802
peak_36238	chr7	101070302	101070694	.	393	224
peak_36239	chr7	101072190	101072814	.	625	511
peak_36240	chr7	101074334	101074899	.	566	241
peak_36241	chr7	101088595	101089096	.	502	239
peak_36242	chr7	101092615	101093582	.	968	941
peak_36243	chr7	101107090	101107512	.	423	109
peak_36244	chr7	101108026	101109050	.	1025	2329
peak_36245	chr7	101228158	101228328	.	171	90
peak_36246	chr7	101301288	101302482	.	1195	1445
peak_36247	chr7	101310278	101311075	.	798	1500
peak_36248	chr7	101347936	101348185	.	250	284
peak_36249	chr7	101352509	101352796	.	288	101
peak_36250	chr7	101356753	101357308	.	556	494
peak_36251	chr7	101361009	101361597	.	589	558
peak_36252	chr7	101362709	101363252	.	544	973
peak_36253	chr7	101374263	101374459	.	197	182
peak_36254	chr7	101377624	101378271	.	648	1275
peak_36255	chr7	101379621	101380085	.	465	262
peak_36256	chr7	101382125	101383075	.	951	2282
peak_36257	chr7	101383447	101384205	.	759	942
peak_36258	chr7	101385088	101385798	.	711	618
peak_36259	chr7	101385967	101386289	.	323	146
peak_36260	chr7	101389279	101389787	.	509	517
peak_36261	chr7	101412693	101413112	.	420	468
peak_36262	chr7	101419478	101419686	.	209	90
peak_36263	chr7	101450420	101451472	.	1053	744
peak_36264	chr7	101454622	101454847	.	226	131
peak_36265	chr7	101455077	101455389	.	313	224
peak_36266	chr7	101462346	101462668	.	323	436
peak_36267	chr7	101465784	101467116	.	1333	632
peak_36268	chr7	101503460	101503708	.	249	287
peak_36269	chr7	101504588	101504895	.	308	362
peak_36270	chr7	101537648	101537878	.	231	167
peak_36271	chr7	101537988	101538524	.	537	334
peak_36272	chr7	101551529	101551906	.	378	227
peak_36273	chr7	101607862	101608260	.	399	458
peak_36274	chr7	101663468	101664101	.	634	1275
peak_36275	chr7	101679683	101679904	.	222	222
peak_36276	chr7	101821607	101821946	.	340	167
peak_36277	chr7	101837715	101838017	.	303	137
peak_36278	chr7	101871358	101871649	.	292	154
peak_36279	chr7	101883140	101883377	.	238	130
peak_36280	chr7	101896096	101897114	.	1019	1766
peak_36281	chr7	101900437	101901119	.	683	470
peak_36282	chr7	101905457	101906345	.	889	1843
peak_36283	chr7	101906851	101907303	.	453	209
peak_36284	chr7	101908342	101908797	.	456	280
peak_36285	chr7	101918153	101918361	.	209	126
peak_36286	chr7	101933718	101934315	.	598	1223
peak_36287	chr7	101936016	101936221	.	206	94
peak_36288	chr7	101969809	101970750	.	942	664
peak_36289	chr7	101970872	101971388	.	517	292
peak_36290	chr7	102019307	102019645	.	339	176
peak_36291	chr7	102025226	102025667	.	442	262
peak_36292	chr7	102065053	102065807	.	755	1041
peak_36293	chr7	102204511	102204824	.	314	251
peak_36294	chr7	102209601	102210851	.	1251	3144
peak_36295	chr7	102222278	102222574	.	297	273
peak_36296	chr7	102222907	102223279	.	373	178
peak_36297	chr7	102233705	102233955	.	251	94
peak_36298	chr7	102243920	102244199	.	280	245
peak_36299	chr7	102245243	102245463	.	221	176
peak_36300	chr7	102246920	102247437	.	518	477
peak_36301	chr7	102248533	102248911	.	379	365
peak_36302	chr7	102249430	102251070	.	1641	3208
peak_36303	chr7	102258222	102258434	.	213	143
peak_36304	chr7	102266470	102268215	.	1746	2013
peak_36305	chr7	102337915	102338117	.	203	105
peak_36306	chr7	102417483	102417761	.	279	284
peak_36307	chr7	102426346	102426633	.	288	244
peak_36308	chr7	102441552	102441948	.	397	965
peak_36309	chr7	102506932	102507142	.	211	140
peak_36310	chr7	102513022	102513382	.	361	243
peak_36311	chr7	102565353	102565663	.	311	618
peak_36312	chr7	102686948	102687470	.	523	670
peak_36313	chr7	103762183	103763723	.	1541	206
peak_36314	chr7	104169654	104170217	.	564	324
peak_36315	chr7	104199943	104200142	.	200	167
peak_36316	chr7	104240726	104241211	.	486	230
peak_36317	chr7	104244245	104244581	.	337	483
peak_36318	chr7	104287837	104288397	.	561	87
peak_36319	chr7	104296574	104297093	.	520	337
peak_36320	chr7	104299987	104300247	.	261	124
peak_36321	chr7	104314712	104315869	.	1158	247
peak_36322	chr7	104353063	104353766	.	704	1003
peak_36323	chr7	104369671	104370474	.	804	982
peak_36324	chr7	104398628	104398791	.	164	110
peak_36325	chr7	104400576	104401428	.	853	286
peak_36326	chr7	104445791	104446656	.	866	795
peak_36327	chr7	104464892	104465778	.	887	901
peak_36328	chr7	104502062	104502396	.	335	197
peak_36329	chr7	104507527	104508085	.	559	494
peak_36330	chr7	104647218	104647432	.	215	122
peak_36331	chr7	105398955	105399411	.	457	278
peak_36332	chr7	105399891	105400574	.	684	2506
peak_36333	chr7	105554043	105554680	.	638	901
peak_36334	chr7	105581134	105581717	.	584	400
peak_36335	chr7	105626755	105626987	.	233	179
peak_36336	chr7	105628648	105629007	.	360	634
peak_36337	chr7	105629702	105629952	.	251	149
peak_36338	chr7	105633167	105633907	.	741	752
peak_36339	chr7	105640134	105641146	.	1013	1787
peak_36340	chr7	105650662	105651054	.	393	265
peak_36341	chr7	105651265	105651490	.	226	306
peak_36342	chr7	105690944	105691190	.	247	235
peak_36343	chr7	105726462	105726678	.	217	215
peak_36344	chr7	105736275	105736926	.	652	1615
peak_36345	chr7	105739063	105739381	.	319	581
peak_36346	chr7	105744078	105744650	.	573	690
peak_36347	chr7	105751952	105752387	.	436	543
peak_36348	chr7	105762838	105763140	.	303	223
peak_36349	chr7	105777773	105778073	.	301	261
peak_36350	chr7	105778205	105779198	.	994	768
peak_36351	chr7	105810698	105811465	.	768	2696
peak_36352	chr7	105952486	105952878	.	393	24
peak_36353	chr7	105953870	105954147	.	278	118
peak_36354	chr7	106055135	106055396	.	262	1
peak_36355	chr7	106213872	106214367	.	496	23
peak_36356	chr7	106215234	106215603	.	370	75
peak_36357	chr7	106297003	106297268	.	266	4
peak_36358	chr7	106529088	106529474	.	387	240
peak_36359	chr7	106612809	106613034	.	226	139
peak_36360	chr7	106616812	106617431	.	620	358
peak_36361	chr7	106651750	106652214	.	465	219
peak_36362	chr7	106711533	106711769	.	237	167
peak_36363	chr7	107044463	107044735	.	273	199
peak_36364	chr7	107593919	107594194	.	276	362
peak_36365	chr7	107594479	107594763	.	285	127
peak_36366	chr7	107594876	107595369	.	494	1053
peak_36367	chr7	107597622	107597841	.	220	112
peak_36368	chr7	107607820	107608065	.	246	142
peak_36369	chr7	107649163	107649479	.	317	187
peak_36370	chr7	107661265	107661483	.	219	149
peak_36371	chr7	107665322	107665554	.	233	97
peak_36372	chr7	107668611	107668854	.	244	118
peak_36373	chr7	107683706	107683995	.	290	340
peak_36374	chr7	107707586	107708134	.	549	924
peak_36375	chr7	107708855	107709108	.	254	215
peak_36376	chr7	107745894	107746386	.	493	283
peak_36377	chr7	108934075	108934774	.	700	1550
peak_36378	chr7	109026106	109026373	.	268	130
peak_36379	chr7	109027993	109028524	.	532	305
peak_36380	chr7	109044062	109044306	.	245	155
peak_36381	chr7	109139501	109139701	.	201	106
peak_36382	chr7	109170540	109170757	.	218	136
peak_36383	chr7	109209881	109210162	.	282	188
peak_36384	chr7	109518809	109519700	.	892	1542
peak_36385	chr7	109528417	109528642	.	226	178
peak_36386	chr7	109545295	109545949	.	655	346
peak_36387	chr7	109616385	109616997	.	613	449
peak_36388	chr7	109628865	109629211	.	347	406
peak_36389	chr7	109630305	109630713	.	409	373
peak_36390	chr7	109631175	109631586	.	412	216
peak_36391	chr7	109637128	109637612	.	485	226
peak_36392	chr7	109643415	109644002	.	588	679
peak_36393	chr7	109646561	109646862	.	302	228
peak_36394	chr7	109703480	109704126	.	647	1073
peak_36395	chr7	109751871	109752830	.	960	630
peak_36396	chr7	109959127	109960767	.	1641	1239
peak_36397	chr7	109967855	109968157	.	303	314
peak_36398	chr7	109985861	109986625	.	765	1638
peak_36399	chr7	109986875	109987070	.	196	85
peak_36400	chr7	110002020	110002408	.	389	212
peak_36401	chr7	110003054	110003368	.	315	395
peak_36402	chr7	110006508	110006813	.	306	473
peak_36403	chr7	110018111	110019120	.	1010	878
peak_36404	chr7	110061065	110062266	.	1202	3354
peak_36405	chr7	110109050	110109562	.	513	310
peak_36406	chr7	110121360	110122341	.	982	2250
peak_36407	chr7	110157678	110157875	.	198	137
peak_36408	chr7	110164046	110164625	.	580	759
peak_36409	chr7	110164814	110165241	.	428	715
peak_36410	chr7	110166184	110166627	.	444	585
peak_36411	chr7	110190086	110190348	.	263	199
peak_36412	chr7	110221149	110222355	.	1207	1304
peak_36413	chr7	110236220	110236424	.	205	126
peak_36414	chr7	110242026	110242243	.	218	96
peak_36415	chr7	110248684	110248921	.	238	128
peak_36416	chr7	110260019	110260256	.	238	129
peak_36417	chr7	110265922	110266129	.	208	116
peak_36418	chr7	110282818	110283148	.	331	213
peak_36419	chr7	110286200	110286491	.	292	156
peak_36420	chr7	110286951	110287167	.	217	145
peak_36421	chr7	110310092	110310416	.	325	92
peak_36422	chr7	110313261	110313968	.	708	1431
peak_36423	chr7	110372459	110372879	.	421	267
peak_36424	chr7	110379350	110379731	.	382	439
peak_36425	chr7	110386407	110386629	.	223	83
peak_36426	chr7	110388942	110389310	.	369	202
peak_36427	chr7	110432366	110432561	.	196	103
peak_36428	chr7	110557044	110557349	.	306	273
peak_36429	chr7	110614168	110615099	.	932	518
peak_36430	chr7	110615921	110616167	.	247	163
peak_36431	chr7	110630234	110630681	.	448	383
peak_36432	chr7	110631245	110631784	.	540	232
peak_36433	chr7	110689393	110689675	.	283	228
peak_36434	chr7	110710605	110710927	.	323	374
peak_36435	chr7	110769254	110769509	.	256	176
peak_36436	chr7	110772574	110772936	.	363	148
peak_36437	chr7	110773161	110773742	.	582	689
peak_36438	chr7	110796454	110797017	.	564	1166
peak_36439	chr7	110816181	110816376	.	196	152
peak_36440	chr7	110824107	110824847	.	741	248
peak_36441	chr7	110840370	110840722	.	353	433
peak_36442	chr7	110843900	110844576	.	677	604
peak_36443	chr7	110891483	110892052	.	570	401
peak_36444	chr7	110920744	110921162	.	419	302
peak_36445	chr7	110930547	110930752	.	206	156
peak_36446	chr7	111014284	111014472	.	189	108
peak_36447	chr7	111014985	111015255	.	271	242
peak_36448	chr7	111028610	111029264	.	655	730
peak_36449	chr7	111081952	111083639	.	1688	3410
peak_36450	chr7	111121978	111123147	.	1170	2270
peak_36451	chr7	111156043	111157045	.	1003	497
peak_36452	chr7	111157344	111157652	.	309	138
peak_36453	chr7	111182389	111182599	.	211	130
peak_36454	chr7	111226322	111226604	.	283	86
peak_36455	chr7	111663202	111663749	.	548	313
peak_36456	chr7	111676591	111676966	.	376	209
peak_36457	chr7	111779941	111780252	.	312	251
peak_36458	chr7	112000234	112000464	.	231	125
peak_36459	chr7	112023123	112023928	.	806	484
peak_36460	chr7	112217279	112217500	.	222	107
peak_36461	chr7	112225527	112226153	.	627	1016
peak_36462	chr7	112240783	112241099	.	317	316
peak_36463	chr7	113197066	113197692	.	627	288
peak_36464	chr7	113206833	113207905	.	1073	3007
peak_36465	chr7	113368819	113370141	.	1323	1231
peak_36466	chr7	113377891	113378283	.	393	510
peak_36467	chr7	113505132	113505364	.	233	137
peak_36468	chr7	113513066	113514283	.	1218	2734
peak_36469	chr7	113556260	113556461	.	202	123
peak_36470	chr7	113612672	113613037	.	366	381
peak_36471	chr7	113614510	113614804	.	295	302
peak_36472	chr7	113721908	113722339	.	432	269
peak_36473	chr7	113759254	113759478	.	225	155
peak_36474	chr7	113811871	113812090	.	220	115
peak_36475	chr7	114066754	114067140	.	387	627
peak_36476	chr7	114079435	114079640	.	206	109
peak_36477	chr7	114117472	114117937	.	466	511
peak_36478	chr7	114181535	114182264	.	730	462
peak_36479	chr7	114254168	114254876	.	709	622
peak_36480	chr7	114275791	114276781	.	991	1105
peak_36481	chr7	114291431	114292269	.	839	433
peak_36482	chr7	114292503	114292928	.	426	286
peak_36483	chr7	114297127	114297597	.	471	295
peak_36484	chr7	114301309	114301877	.	569	908
peak_36485	chr7	114311189	114311712	.	524	215
peak_36486	chr7	114316302	114316791	.	490	412
peak_36487	chr7	114317226	114317747	.	522	548
peak_36488	chr7	114347100	114347340	.	241	111
peak_36489	chr7	114350932	114351299	.	368	251
peak_36490	chr7	114356314	114356839	.	526	659
peak_36491	chr7	114414573	114415764	.	1192	1123
peak_36492	chr7	114419465	114419726	.	262	218
peak_36493	chr7	114453275	114453688	.	414	270
peak_36494	chr7	114508944	114509172	.	229	125
peak_36495	chr7	114526330	114526567	.	238	130
peak_36496	chr7	114562462	114563348	.	887	1693
peak_36497	chr7	114854263	114854486	.	224	172
peak_36498	chr7	114892712	114892876	.	165	123
peak_36499	chr7	115216884	115217081	.	198	123
peak_36500	chr7	116040293	116040493	.	201	154
peak_36501	chr7	116092852	116093657	.	806	1881
peak_36502	chr7	116231256	116231571	.	316	213
peak_36503	chr7	116308293	116308489	.	197	131
peak_36504	chr7	116323682	116323901	.	220	194
peak_36505	chr7	116333843	116334550	.	708	1154
peak_36506	chr7	116336256	116336484	.	229	123
peak_36507	chr7	116442964	116443759	.	796	928
peak_36508	chr7	116446558	116447106	.	549	1050
peak_36509	chr7	116458956	116459497	.	542	575
peak_36510	chr7	116476237	116476621	.	385	315
peak_36511	chr7	116503944	116504517	.	574	1547
peak_36512	chr7	116529850	116530142	.	293	379
peak_36513	chr7	116531337	116531580	.	244	165
peak_36514	chr7	116603192	116603494	.	303	221
peak_36515	chr7	116607151	116607449	.	299	323
peak_36516	chr7	116608406	116608757	.	352	299
peak_36517	chr7	116620425	116620746	.	322	571
peak_36518	chr7	117380598	117381161	.	564	339
peak_36519	chr7	117428726	117429294	.	569	443
peak_36520	chr7	117470166	117470817	.	652	618
peak_36521	chr7	117481445	117481753	.	309	189
peak_36522	chr7	117486483	117486785	.	303	210
peak_36523	chr7	117486910	117487183	.	274	130
peak_36524	chr7	118115741	118116547	.	807	845
peak_36525	chr7	118117532	118117840	.	309	257
peak_36526	chr7	118128958	118130036	.	1079	1699
peak_36527	chr7	118170240	118170686	.	447	267
peak_36528	chr7	118243039	118244295	.	1257	2798
peak_36529	chr7	118275348	118275556	.	209	144
peak_36530	chr7	118277513	118277854	.	342	575
peak_36531	chr7	118279567	118279848	.	282	232
peak_36532	chr7	118283219	118283505	.	287	142
peak_36533	chr7	118297734	118297937	.	204	129
peak_36534	chr7	118304910	118305100	.	191	137
peak_36535	chr7	118448551	118448996	.	446	226
peak_36536	chr7	118478859	118479555	.	697	680
peak_36537	chr7	118482489	118482723	.	235	117
peak_36538	chr7	118484025	118484429	.	405	508
peak_36539	chr7	118491058	118492317	.	1260	1059
peak_36540	chr7	118518769	118519020	.	252	255
peak_36541	chr7	118532609	118533571	.	963	2288
peak_36542	chr7	118542071	118542441	.	371	60
peak_36543	chr7	118577636	118577970	.	335	79
peak_36544	chr7	118578331	118578927	.	597	410
peak_36545	chr7	118584611	118584895	.	285	178
peak_36546	chr7	118593804	118594009	.	206	116
peak_36547	chr7	118595009	118595548	.	540	477
peak_36548	chr7	118646339	118646624	.	286	166
peak_36549	chr7	118649523	118649873	.	351	164
peak_36550	chr7	118652767	118652986	.	220	127
peak_36551	chr7	118703035	118703596	.	562	1133
peak_36552	chr7	118705486	118705966	.	481	622
peak_36553	chr7	118712327	118712794	.	468	926
peak_36554	chr7	118740043	118740966	.	924	1077
peak_36555	chr7	118742236	118742853	.	618	601
peak_36556	chr7	118796838	118797076	.	239	152
peak_36557	chr7	118798073	118798682	.	610	587
peak_36558	chr7	118800052	118800746	.	695	475
peak_36559	chr7	118811863	118812280	.	418	186
peak_36560	chr7	118821404	118821734	.	331	239
peak_36561	chr7	118843006	118843438	.	433	670
peak_36562	chr7	118848975	118849537	.	563	429
peak_36563	chr7	118855427	118855868	.	442	359
peak_36564	chr7	118902980	118903271	.	292	105
peak_36565	chr7	118995076	118995355	.	280	291
peak_36566	chr7	118996148	118996475	.	328	277
peak_36567	chr7	119720522	119720943	.	422	333
peak_36568	chr7	119793746	119794441	.	696	648
peak_36569	chr7	119895571	119896488	.	918	1389
peak_36570	chr7	120098512	120098678	.	167	115
peak_36571	chr7	120102115	120102619	.	505	590
peak_36572	chr7	120124831	120125067	.	237	208
peak_36573	chr7	120150249	120150580	.	332	763
peak_36574	chr7	120203846	120204115	.	270	323
peak_36575	chr7	120206057	120206315	.	259	211
peak_36576	chr7	120634854	120635650	.	797	850
peak_36577	chr7	120677293	120677698	.	406	314
peak_36578	chr7	120678993	120679382	.	390	204
peak_36579	chr7	120754727	120754989	.	263	191
peak_36580	chr7	120834958	120836040	.	1083	1448
peak_36581	chr7	120842535	120843718	.	1184	1043
peak_36582	chr7	120851253	120852527	.	1275	1729
peak_36583	chr7	120853038	120853269	.	232	131
peak_36584	chr7	120865179	120865450	.	272	85
peak_36585	chr7	120869993	120870386	.	394	207
peak_36586	chr7	120901775	120901995	.	221	110
peak_36587	chr7	120917461	120918093	.	633	1549
peak_36588	chr7	120918540	120918860	.	321	212
peak_36589	chr7	120934770	120934939	.	170	114
peak_36590	chr7	120982099	120982774	.	676	816
peak_36591	chr7	121034267	121035078	.	812	1078
peak_36592	chr7	121072497	121072809	.	313	230
peak_36593	chr7	121074434	121075137	.	704	353
peak_36594	chr7	121120193	121120515	.	323	364
peak_36595	chr7	121269198	121269678	.	481	333
peak_36596	chr7	121332770	121333307	.	538	268
peak_36597	chr7	121446297	121446631	.	335	515
peak_36598	chr7	121469469	121469719	.	251	243
peak_36599	chr7	121485380	121485584	.	205	127
peak_36600	chr7	121516746	121517852	.	1107	621
peak_36601	chr7	121707120	121707803	.	684	1077
peak_36602	chr7	121734131	121734375	.	245	152
peak_36603	chr7	121981445	121981834	.	390	166
peak_36604	chr7	122020836	122021323	.	488	476
peak_36605	chr7	122034340	122034649	.	310	300
peak_36606	chr7	122066813	122067554	.	742	1492
peak_36607	chr7	122087196	122087915	.	720	457
peak_36608	chr7	122099259	122099457	.	199	122
peak_36609	chr7	122101545	122102238	.	694	1044
peak_36610	chr7	122127706	122128053	.	348	179
peak_36611	chr7	122132589	122133341	.	753	1084
peak_36612	chr7	122138270	122138599	.	330	211
peak_36613	chr7	122159101	122159538	.	438	203
peak_36614	chr7	122206094	122206491	.	398	354
peak_36615	chr7	122251559	122252262	.	704	456
peak_36616	chr7	122256693	122257054	.	362	248
peak_36617	chr7	122259993	122260642	.	650	619
peak_36618	chr7	122288841	122289396	.	556	497
peak_36619	chr7	122289772	122290036	.	265	140
peak_36620	chr7	122296453	122296638	.	186	110
peak_36621	chr7	122297691	122298031	.	341	283
peak_36622	chr7	122298611	122299018	.	408	234
peak_36623	chr7	122300555	122300915	.	361	231
peak_36624	chr7	122305416	122305854	.	439	216
peak_36625	chr7	122310283	122310558	.	276	249
peak_36626	chr7	122317531	122317806	.	276	159
peak_36627	chr7	122329182	122329919	.	738	459
peak_36628	chr7	122347510	122347766	.	257	240
peak_36629	chr7	122396010	122396425	.	416	225
peak_36630	chr7	122402077	122402348	.	272	124
peak_36631	chr7	122404621	122405356	.	736	268
peak_36632	chr7	122459665	122459878	.	214	189
peak_36633	chr7	122464009	122464207	.	199	92
